Licence Num,Licensee,Trading As,Category,Trading Hours,After 11 pm,Suburb,Latitude,Longitude,Postal Address,Postal Suburb,Postal Postcode,Council,Region,Metro/Regional,Gaming,geom,geom_suburb
31407629,SAINT PAULS BENTLEIGH FOOTBALL CLUB INC.,SAINT PAUL'S BENTLEIGH FOOTBALL CLUB INC.,Restricted Club Licence,Restricted club licence,Bottle shop,MCKINNON,-37.914551,145.050834,PO BOX 2210,ST KILDA WEST,3182,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.050834 -37.914551),Glen Eira - South
31407645,FRANKSTON UNITED SPORTING CLUB INC,FRANKSTON UNITED SPORTING CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,FRANKSTON,-38.14017,145.175102,C/- CLAYTON LEE 6 BARKALA COURT,FRANKSTON,3199,FRANKSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.175102 -38.14017),Frankston - West
31407784,BAYSWATER SPORTS CLUB,BAYSWATER SPORTS CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,BAYSWATER,-37.836431700000006,145.2687965,P.O. BOX 356,BAYSWATER,3153,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.2687965 -37.8364317),Knox - North-East
31407970,LEGEND PARK TENNIS CLUB INC,LEGEND PARK TENNIS CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,GLEN WAVERLEY,-37.871445,145.181186,P O BOX 383,GLEN WAVERLEY,3150,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.181186 -37.871445),Monash - Waverley East
31408015,GREENSBOROUGH BASEBALL CLUB,GREENSBOROUGH BASEBALL CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,WATSONIA,-37.7140992,145.0901853,64 LAKEVIEW ROAD,ST ANDREWS,3761,BANYULE CITY COUNCIL,Metro North,Metro,N,POINT (145.0901853 -37.7140992),Banyule - North
31408065,NORRISBANK TENNIS CLUB,NORRISBANK TENNIS CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,BUNDOORA,-37.6947331,145.0495271,P O BOX 1013,BUNDOORA,3083,WHITTLESEA CITY COUNCIL,Metro North,Metro,N,POINT (145.0495271 -37.6947331),Whittlesea  - South-East
31408146,TEMPLETON CRICKET CLUB INC,TEMPLETON CRICKET CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,WANTIRNA,-37.86059522,145.22681642,P.O. BOX 5281,STUDFIELD,3152,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.22681642 -37.86059522),Knox - North-West
31408748,ESSENDON CITY SOCCER CLUB,ESSENDON CITY SOCCER CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,MOONEE PONDS,-37.7712229,144.9337851,ORMOND PARK CNR PATERSON ST & ORMOND RD,MOONEE PONDS,3039,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.9337851 -37.7712229),Moonee Valley - Essendon
31408926,GREENHILLS MONTMORENCY BASEBALL CLUB INC.,GREENHILLS MONTMORENCY BASEBALL CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,GREENSBOROUGH,-37.701951,145.126715,12 ROCKLIFFE ST,ELTHAM,3095,BANYULE CITY COUNCIL,Metro North,Metro,N,POINT (145.126715 -37.701951),Banyule - North
31405473,FRANKSTON BASEBALL CLUB,FRANKSTON BASEBALL CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,FRANKSTON,-38.170836,145.161609,PO BOX 860,FRANKSTON,3199,FRANKSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.161609 -38.170836),Frankston - West
31406005,ALTONA YACHT CLUB,ALTONA YACHT CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,ALTONA,-37.866359,144.846913,P O BOX 28,ALTONA,3018,HOBSONS BAY CITY COUNCIL,Metro West,Metro,N,POINT (144.846913 -37.866359),Hobsons Bay - Altona
31406178,AIRPORT WEST ST. CHRISTOPHERS CRICKET CLUB INC,AIRPORT WEST ST. CHRISTOPHERS CRICKET CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,AIRPORT WEST,-37.723563,144.87688,P O BOX 414,NIDDRIE,3042,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.87688 -37.723563),Moonee Valley - West
31406801,VERMONT SOUTH CRICKET CLUB INCORPORATED,VERMONT SOUTH CRICKET CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,VERMONT SOUTH,-37.853394,145.183151,PO BOX 6149,VERMONT SOUTH,3133,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.183151 -37.853394),Whitehorse - Nunawading E.
31286895,LUNCH HOUR AUSTRALIA PTY LTD,SAINT HELEN,BYO Permit,Byo permit,Trading to 11PM,HAWTHORN,-37.82933716,145.04103034,PO BOX 745,TULLAMARINE,3043,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.04103034 -37.82933716),Boroondara  - Hawthorn
31286900,A M HOSPITALITY PTY LTD,SWAT 75,BYO Permit,Byo permit,Trading to 11PM,DANDENONG,-37.98732058,145.21714416,"SHOP 104B, LEVEL 1, DANDENONG PLAZA CNR WALKER AND MCCRAE STREETS",DANDENONG,3175,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.21714416 -37.98732058),Gr. Dandenong - Dandenong
31286968,SON ENTERPRISE PTY LTD,BEST CHAN,BYO Permit,Byo permit,Trading to 11PM,CAMBERWELL,-37.834713,145.060959,383-385 CAMBERWELL ROAD,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.060959 -37.834713),Boroondara  - Camberwell S.
31287037,TAOUK ANTHONY,TETA MONA,BYO Permit,Byo permit,Trading to 11PM,BRUNSWICK EAST,-37.775453000000006,144.971236,100A LYGON STREET,BRUNSWICK EAST,3057,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.971236 -37.775453),Moreland - Brunswick
31402035,SEAFORD UNITED SOCCER CLUB,SEAFORD UNITED SOCCER CLUB,Restricted Club Licence,Restricted club licence,Bottle shop,SEAFORD,-38.10168,145.129781,P O BOX 49,SEAFORD,3198,FRANKSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.129781 -38.10168),Frankston - West
31278389,LENTIL AS ANYTHING INC,LENTIL AS ANYTHING,BYO Permit,Byo permit,Trading to 11PM,ABBOTSFORD,-37.8032132,145.0019147,1 ST. HELIERS STREET,ABBOTSFORD,3067,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (145.0019147 -37.8032132),Yarra - North
31278787,CHEN JIAN YU,ASIAN KITCHEN GUY,BYO Permit,Byo permit,Trading to 11PM,BRUNSWICK,-37.76761,144.962221,15 HALE STREET,KEW EAST,3102,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.962221 -37.76761),Moreland - Brunswick
31279107,NGUYEN VAN THAO,BANG BANG VIETNAMESE RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,NORTHCOTE,-37.770567,144.99856,21 SAUNDERS CRESCENT,EPPING,3076,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (144.99856 -37.770567),Darebin- Northcote
31279123,LUCKY DING PTY LTD,CINTA RAYA,BYO Permit,Byo permit,Trading to 11PM,SCORESBY,-37.89863038,145.2317973,SHOP 1 1381 FERNTREE GULLY ROAD,SCORESBY,3179,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.2317973 -37.89863038),Knox - North-West
31279173,IBLEA PTY LTD,MISTERBIANCO,BYO Permit,Byo permit,Trading to 11PM,KEW,-37.80495475,145.0351125,285 HIGH STREET,KEW,3101,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.0351125 -37.80495475),Boroondara  - Kew
31279377,YAU SHUN INVESTMENTS PTY LTD,HONG KONG DIM SUM,BYO Permit,Byo permit,Trading to 11PM,GLEN WAVERLEY,-37.880584999999996,145.16334799999998,77 KINGSWAY,GLEN WAVERLEY,3150,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.163348 -37.880585),Monash - Waverley West
31279652,UNG LIM KOY,DRAGON EXPRESS CHINESE CUISINE,BYO Permit,Byo permit,Trading to 11PM,SUNSHINE,-37.78780944,144.83170159999997,28-30 CITY PLACE,SUNSHINE,3020,BRIMBANK CITY COUNCIL,Metro West,Metro,N,POINT (144.8317016 -37.78780944),Brimbank - Sunshine
31279686,KHOWEISS BROTHERS PTY LTD,RUSTICA CUCINA,BYO Permit,Byo permit,Trading to 11PM,BEAUMARIS,-37.97913594,145.045949,333 BALCOMBE ROAD,BEAUMARIS,3193,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.045949 -37.97913594),Bayside  - South
31279775,CHEN WEI LI PTY LTD,AUGUST RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,SOUTH MELBOURNE,-37.830529,144.969944,19 DORCAS STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.969944 -37.830529),Port Phillip - West
31279830,KUMAR RAMESH,KRISHNA INDIAN RESTAURANT AND TAKE AWAY,BYO Permit,Byo permit,Trading to 11PM,CHELTENHAM,-37.956718,145.044301,362 BAY ROAD,CHELTENHAM,3192,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.044301 -37.956718),Bayside  - South
31280069,RYOTIANE PTY LTD,YIM YAM,BYO Permit,Byo permit,Trading to 11PM,ASCOT VALE,-37.774101,144.927375,PO BOX 549,YARRAVILLE,3013,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.927375 -37.774101),Moonee Valley - Essendon
31280108,HEATHMONT TENNIS CLUB INC,HEATHMONT TENNIS CLUB,BYO Permit,Byo permit,Trading to 11PM,HEATHMONT,-37.834444,145.236314,PO BOX 709,HEATHMONT,3135,MAROONDAH CITY COUNCIL,Metro East,Metro,N,POINT (145.236314 -37.834444),Maroondah - Ringwood
31280116,SPRINGVALE SOUTH TENNIS CLUB INC,SPRINGVALE SOUTH TENNIS CLUB,BYO Permit,Byo permit,Trading to 11PM,SPRINGVALE SOUTH,-37.976549,145.15678,PO BOX 801,SPRINGVALE SOUTH,3172,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.15678 -37.976549),Gr. Dandenong Bal
31280213,ACTION TOURS PTY LTD,THE PARTY BUS,BYO Permit,Byo permit,Trading to 11PM,NO FIXED ADDRESS,-37.637976,144.962936,81 FREIGHT DRIVE,SOMERTON,3062,HUME CITY COUNCIL,Metro North,Metro,N,POINT (144.962936 -37.637976),Hume - Craigieburn
31280530,N & O PTY LTD,FIRST TASTE,BYO Permit,Byo permit,Trading to 11PM,SPRINGVALE,-37.952055,145.15147,37 PARSONS AVENUE,SPRINGVALE,3171,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.15147 -37.952055),Gr. Dandenong Bal
31280556,VICTORIA AMATEUR TURF CLUB (INCORPORATING THE MELBOURNE RACING CLUB),MELBOURNE RACING CLUB,BYO Permit,Byo permit,Trading to 11PM,CAULFIELD,-37.8816128,145.03513519999998,PO BOX 231,CAULFIELD EAST,3145,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.0351352 -37.8816128),Glen Eira - Caulfield
31273397,KURT & CO PTY LTD,KURT & CO PTY LTD,BYO Permit,Byo permit,Trading to 11PM,BRUNSWICK,-37.75781899,144.963493,803-805 SYDNEY ROAD,BRUNSWICK,3056,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.963493 -37.75781899),Moreland - Brunswick
31273533,DAMODARAM PTY LTD,AMANIA INDIAN CUISINE,BYO Permit,Byo permit,Trading to 11PM,KENSINGTON,-37.794115000000005,144.928685,9 BERKSHIRE AVENUE,TRUGANINA,3029,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.928685 -37.794115),Moonee Valley - Essendon
31273761,HO TONG PTY LTD,CHOPSTICK DELIGHT CHINESE RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,MULGRAVE,-37.925367,145.158309,79 MACKIE ROAD,MULGRAVE,3170,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.158309 -37.925367),Monash - Waverley East
31273907,PANCRETAN OF MELBOURNE AND VICTORIA LTD,PANCRETAN OF MELBOURNE & VICTORIA,BYO Permit,Byo permit,Trading to 11PM,WANTIRNA SOUTH,-37.870411,145.214339,6-12 FAIRCHILD STREET,MOORABBIN,3189,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.214339 -37.870411),Knox - North-West
31274173,JASA AUS PTY LTD,HITOSHI SUSHI,BYO Permit,Byo permit,Trading to 11PM,RINGWOOD,-37.815272,145.220203,SHOP 31 CENTRO RINGWOOD S/CENTRE NEW STREET,RINGWOOD,3134,MAROONDAH CITY COUNCIL,Metro East,Metro,N,POINT (145.220203 -37.815272),Maroondah - Ringwood
31275103,AMATA THAI PTY LTD,KNOXFIELD THAI RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,KNOXFIELD,-37.894946999999995,145.249276,2 / 1565 FERNTREE GULLY ROAD,KNOXFIELD,3180,KNOX CITY COUNCIL,Metro East,Metro,N,POINT (145.249276 -37.894947),Knox - North-West
31275690,KAMAL SONA PTY LTD,TANDOORI PAVILION,BYO Permit,Byo permit,Trading to 11PM,EDITHVALE,-38.03613695,145.10663735,"SHOP 6, 229 NEPEAN HIGHWAY",EDITHVALE,3196,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.10663735 -38.03613695),Kingston - South
31275763,RTG ENTERPRISES PTY  LTD,THE ROAST KITCHEN,BYO Permit,Byo permit,Trading to 11PM,KEW,-37.80530878,145.0344009,259 HIGH STREET,KEW,3101,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.0344009 -37.80530878),Boroondara  - Kew
31275771,LAN NING,FAIRY BIRD CHINESE EATING HOUSE,BYO Permit,Byo permit,Trading to 11PM,EDITHVALE,-38.03875466,145.10837800000002,266 NEPEAN HIGHWAY,EDITHVALE,3196,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.108378 -38.03875466),Kingston - South
31275789,MYATTA ENTERPRISES PTY LTD,THAILA THAI ROYAL THAI CUISINE,BYO Permit,Byo permit,Trading to 11PM,BRUNSWICK EAST,-37.77618733,144.971248,PO BOX 231,CARLTON NORTH,3054,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.971248 -37.77618733),Moreland - Brunswick
31275959,DAI WEI XU,SERES BBQ,BYO Permit,Byo permit,Trading to 11PM,BOX HILL SOUTH,-37.828928000000005,145.122158,888 CANTERBURY ROAD,BOX HILL SOUTH,3128,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.122158 -37.828928),Whitehorse - Box Hill
31276010,GIANG THE HA,GOLDEN BAMBOO CHINESE RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,NOBLE PARK,-37.95267963,145.17783319999998,"SHOPS 3 & 4, 511 PRINCES HIGHWAY",NOBLE PARK,3174,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.1778332 -37.95267963),Gr. Dandenong Bal
31276272,LU MING,LU'S BBQ,BYO Permit,Byo permit,Trading to 11PM,CARNEGIE,-37.88606779999999,145.0574522,49 KOORNANG ROAD,CARNEGIE,3163,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.0574522 -37.8860678),Glen Eira - Caulfield
31276400,JING ZHOU,AUNTIE'S DUMPLING RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,CARNEGIE,-37.886963,145.057678,68 KOORNANG ROAD,CARNEGIE,3163,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.057678 -37.886963),Glen Eira - Caulfield
31276727,DAOLAM PTY LTD,HUONG GIANG,BYO Permit,Byo permit,Trading to 11PM,SPRINGVALE,-37.952068,145.151575,20 BROTT COURT,KEYSBOROUGH,3173,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.151575 -37.952068),Gr. Dandenong Bal
31277058,GORO TRADING PTY LTD,GORO TRADING PTY LTD,BYO Permit,Byo permit,Trading to 11PM,BLACK ROCK,-37.97486295,145.0165007,20 BLUFF ROAD,BLACK ROCK,3193,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.0165007 -37.97486295),Bayside  - South
31277228,SONGVICHA PITCHAYA,CHOK DEETHAI,BYO Permit,Byo permit,Trading to 11PM,CHELTENHAM,-37.95312,145.062698,27 BERNARD STREET,CHELTENHAM,3192,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.062698 -37.95312),Kingston - North
31277244,MARU YA PTY LTD,MISO-YA SAKE BAR,BYO Permit,Byo permit,Trading to 11PM,BRUNSWICK,-37.7733,144.96088400000002,26 HARPER STREET,NORTHCOTE,3070,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.960884 -37.7733),Moreland - Brunswick
31277286,HAO HANG PTY LTD,VINH KY RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,RICHMOND,-37.810183,144.995366,114 VICTORIA STREET,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.995366 -37.810183),Yarra - Richmond
31277309,TRAN VINH XUAN,PHO TAM,BYO Permit,Byo permit,Trading to 11PM,FOOTSCRAY,-37.79881615,144.9013918,1/7-9 LEEDS STREET,FOOTSCRAY,3011,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.9013918 -37.79881615),Maribyrnong
31277430,A.C.N. 610 644 070 PTY LTD,SANTUCC'S CAFE,BYO Permit,Byo permit,Trading to 11PM,CAMBERWELL,-37.85042,145.09403,1392 TOORAK ROAD,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.09403 -37.85042),Boroondara  - Camberwell S.
31277579,MOON HARVEST PTY LTD,RED LANTERN CHINESE BBQ,BYO Permit,Byo permit,Trading to 11PM,BALWYN NORTH,-37.790690999999995,145.095838,327-327A DONCASTER ROAD,BALWYN NORTH,3104,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.095838 -37.790691),Boroondara  - Camberwell N.
31277799,RALLAN INTERNATIONAL TRADING PTY LTD,LEBANESE TALK OF THE TOWN,BYO Permit,Byo permit,Trading to 11PM,ELSTERNWICK,-37.885220000000004,145.006762,446 GLENHUNTLY ROAD,ELSTERNWICK,3185,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.006762 -37.88522),Glen Eira - Caulfield
31278012,HUANG XIAO HUI,BEIJING GOURMET,BYO Permit,Byo permit,Trading to 11PM,BOX HILL,-37.81831251,145.12275209999999,932 WHITEHORSE ROAD,BOX HILL,3128,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.1227521 -37.81831251),Whitehorse - Box Hill
31278119,HANNA MEACHEL,PURE ITALIAN,BYO Permit,Byo permit,Trading to 11PM,BALWYN NORTH,-37.803321999999994,145.083395,11 BENSHAW COURT,HILLSIDE,3037,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.083395 -37.803322),Boroondara  - Camberwell N.
31285653,KEILOR EAST TENNIS CLUB INC,KEILOR EAST TENNIS CLUB INC,BYO Permit,Byo permit,Trading to 11PM,KEILOR EAST,-37.73958,144.8715,C- ROBERT SQUILLACE & ASSOCIATES PO BOX 777,MOONEE PONDS,3039,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.8715 -37.73958),Moonee Valley - West
31285679,CAMBERWELL 18 PTY LTD,CAMBERWELL 18 ASIAN FOOD STORE,BYO Permit,Byo permit,Trading to 11PM,HAWTHORN EAST,-37.82484966,145.04887057,18A CAMBERWELL RD,HAWTHORN EAST,3123,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.04887057 -37.82484966),Boroondara  - Hawthorn
31285776,CHUNG EUN SOO,KIMCHI & BAB,BYO Permit,Byo permit,Trading to 11PM,CAULFIELD EAST,-37.87643074,145.04201585,6 DERBY ROAD,CAULFIELD EAST,3145,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.04201585 -37.87643074),Glen Eira - Caulfield
31285881,VICTORIA RACING CLUB LIMITED,VICTORIA RACING CLUB LIMITED,BYO Permit,Byo permit,Trading to 11PM,FLEMINGTON,-37.78546716,144.91902173,VRC ADMINISTRATION OFFICES 448 EPSOM RD,FLEMINGTON,3031,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.91902173 -37.78546716),Port Phillip - West
31286099,OM JAI JAGDISH PTY LTD,MINT & MUSTARD,BYO Permit,Byo permit,Trading to 11PM,MELTON,-37.68323223,144.57825511,"SHOP 2, 408-410 HIGH STREET",MELTON,3337,MELTON CITY COUNCIL,NORTH WEST,Regional,N,POINT (144.57825511 -37.68323223),Melton Bal
31286196,GULMOHAR FOODS PTY LTD,GULMOHAR FOODS,BYO Permit,Byo permit,Trading to 11PM,CAMPBELLFIELD,-37.6721723,144.95626439,60 MOOR PARK DRIVE,CRAIGIEBURN,3061,HUME CITY COUNCIL,Metro North,Metro,N,POINT (144.95626439 -37.6721723),Hume - Broadmeadows
31286201,SI XUONG KIEN,FIVE GRAINS ASIAN KITCHEN,BYO Permit,Byo permit,Trading to 11PM,NIDDRIE,-37.737306,144.89173300000002,401 KEILOR RD,NIDDRIE,3042,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.891733 -37.737306),Moonee Valley - West
31286308,JAMES & TING PTY LTD,YAYA XINJIANG RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,MALVERN EAST,-37.87582354,145.04833039,109 WAVERLEY RD,MALVERN EAST,3145,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.04833039 -37.87582354),Stonnington - Malvern
31286405,MCDOUGALL PLAYHOUSE CAFE PTY LTD,MCDOUGALL PLAYHOUSE CAFE,BYO Permit,Byo permit,Trading to 11PM,SUNBURY,-37.589659999999995,144.71764199999998,47 CARLSRUHE CEMETERY ROAD,CARLSRUHE,3442,HUME CITY COUNCIL,Metro North,Metro,N,POINT (144.717642 -37.58966),Hume - Sunbury
31286455,PEREIRA ALBAN ALFRED,INDIAN TUKKA ON BUCKLEY,BYO Permit,Byo permit,Trading to 11PM,ESSENDON,-37.75639164,144.90930729,SHOP C & D 191 BUCKLEY STREET,ESSENDON,3040,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.90930729 -37.75639164),Moonee Valley - Essendon
31286528,AARON ANITA P/L,PHKA CHOM PA,BYO Permit,Byo permit,Trading to 11PM,SPRINGVALE,-37.94897681,145.15126712,22 BUCKINGHAM AVENUE,SPRINGVALE,3171,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.15126712 -37.94897681),Gr. Dandenong Bal
31286536,YU AUS PTY LTD,YY KITCHEN,BYO Permit,Byo permit,Trading to 11PM,MOUNT WAVERLEY,-37.856394,145.11415300000002,3 BARLYN RD,MOUNT WAVERLEY,3149,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.114153 -37.856394),Monash - Waverley West
31286609,LEE HELEN YOKE LAN,RUMAH ANEKA MALAYSIAN RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,HIGHETT,-37.946903000000006,145.031827,17 SPRING ROAD,HIGHETT,3190,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.031827 -37.946903),Bayside  - South
31286659,LY PUI KIEN,KENNY YUMCHA HOUSE,BYO Permit,Byo permit,Trading to 11PM,WILLIAMSTOWN,-37.858978,144.900034,14 MCARTHUR AVENUE,ST ALBANS,3021,HOBSONS BAY CITY COUNCIL,Metro West,Metro,N,POINT (144.900034 -37.858978),Hobsons Bay - Williamstown
31286667,MANG IMMANUEL & CO PTY LTD,IMMANUEL RESTAURANT & CAFE,BYO Permit,Byo permit,Trading to 11PM,CROYDON,-37.79908516,145.28307929,SHOPS 1 & 2 224-238 MT DANDENONG ROAD,CROYDON,3136,MAROONDAH CITY COUNCIL,Metro East,Metro,N,POINT (145.28307929 -37.79908516),Maroondah - Croydon
31286722,MR LEE ASIAN FOOD PTY LTD,MR LEE ASIAN FOOD,BYO Permit,Byo permit,Trading to 11PM,RESERVOIR,-37.72404717,145.02839673,56 FLANNERY AVE,BUNDOORA,3083,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.02839673 -37.72404717),Darebin - Preston
31286798,KAUR AMANDEEP,AMAN INDIAN RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,SUNSHINE,-37.7781064,144.83608253,463 BALLARAT RD,SUNSHINE,3020,BRIMBANK CITY COUNCIL,Metro West,Metro,N,POINT (144.83608253 -37.7781064),Brimbank - Sunshine
31261188,TRAN QUOC QUYEN,HAPPY INN RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,CARLTON NORTH,-37.782382,144.977439,723 NICHOLSON STREET,CARLTON NORTH,3054,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.977439 -37.782382),Yarra - North
31264576,HONG YEE PTY LTD,JADE DYNASTY MALAYSIA & CHINESE RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,DANDENONG,-37.982538,145.201957,90 HEMMINGS STREET,DANDENONG,3175,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.201957 -37.982538),Gr. Dandenong - Dandenong
31264720,DAN WANG PATRICK THINH,JAZZ RIA,BYO Permit,Byo permit,Trading to 11PM,BALWYN,-37.81296,145.08086200000002,228 WHITEHORSE ROAD,BALWYN,3103,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.080862 -37.81296),Boroondara  - Camberwell N.
31265108,CHU MINH TRUONG,CHU MINH TRUONG,BYO Permit,Byo permit,Trading to 11PM,RICHMOND,-37.809926000000004,144.992977,40 VICTORIA STREET,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.992977 -37.809926),Yarra - Richmond
31265768,SIAM SOUL PTY LTD,NOI THAI,BYO Permit,Byo permit,Trading to 11PM,RICHMOND,-37.82493175,144.9936381,38 HANOVER STREET,FITZROY,3065,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.9936381 -37.82493175),Yarra - Richmond
31266201,ELEVEN ELEVEN 2000 PTY LTD,EARTH WIND AND FLOUR,BYO Permit,Byo permit,Trading to 11PM,ELWOOD,-37.8824834,144.9830674,PO BOX 625,ELWOOD,3184,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9830674 -37.8824834),Port Phillip - St Kilda
31267794,STELLA DELUXE PTY LTD,STELLA DELUXE,BYO Permit,Byo permit,Trading to 11PM,PORT MELBOURNE,-37.83610529999999,144.94430490000002,34 MILL AVENUE,YARRAVILLE,3013,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.9443049 -37.8361053),Port Phillip - West
31267891,THUON SOPHY,PHNOM PENH THMEI,BYO Permit,Byo permit,Trading to 11PM,SPRINGVALE,-37.948121,145.150886,34 QUEENS AVENUE,SPRINGVALE,3171,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.150886 -37.948121),Gr. Dandenong Bal
31268407,LAU AUGUSTA LIK SING,HO MEI CHINESE FAST FOOD INN,BYO Permit,Byo permit,Trading to 11PM,DONCASTER EAST,-37.781112,145.16306699999998,261 BLACKBURN ROAD SHOP 1,DONCASTER EAST,3109,MANNINGHAM CITY COUNCIL,Metro East,Metro,N,POINT (145.163067 -37.781112),Manningham - West
31268601,KEOMANY SANDY,MINH MINH RESTAURANT,BYO Permit,Byo permit,Trading to 11PM,RICHMOND,-37.81011938,144.9947553,94 VICTORIA STREET,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.9947553 -37.81011938),Yarra - Richmond
