Licence Num,Licensee,Trading As,Category,Trading Hours,After 11 pm,Suburb,Latitude,Longitude,Postal Address,Postal Suburb,Postal Postcode,Council,Region,Metro/Regional,Gaming,geom,geom_suburb
36144543,EARP PTY LTD,SAKEBOX,Limited Licence,Limited licence,Bottle shop,HAWTHORN EAST,-37.82509854,145.05722708,U 1 847 BURWOOD ROAD,HAWTHORN EAST,3123,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.05722708 -37.82509854),Boroondara  - Hawthorn
36144585,VUE GROUP PTY LTD,VUE DE MONDE,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.8183819,144.95731083,"LEVEL 6, RIALTO NORTH TOWER 525 COLLINS STREET",MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.95731083 -37.8183819),Melbourne - Inner
36144624,BOD RUM TRADING HOUSE PTY LTD,FAT JAKS,Limited Licence,Limited licence,Bottle shop,ST KILDA,-37.869759,144.98051999999998,205 BARKLY ST,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.98052 -37.869759),Port Phillip - St Kilda
36144721,MADSOUTH PTY LTD,PAIL & COOPER,Limited Licence,Limited licence,Bottle shop,RESERVOIR,-37.726157,145.01243,4 MCCARTEN ST,RESERVOIR,3073,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.01243 -37.726157),Darebin - Preston
36144747,ASCOT VALE SUPERULES FOOTBALL CLUB INC,ASCOT VALE SUPERULES FOOTBALL CLUB,Limited Licence,Limited licence,Bottle shop,ASCOT VALE,-37.775366999999996,144.90811399999998,PO BOX 368,ASCOT VALE,3032,MOONEE VALLEY CITY COUNCIL,Metro West,Metro,N,POINT (144.908114 -37.775367),Moonee Valley - Essendon
36144755,THE GREEN OLIVE AT RED HILL PTY LTD,GREEN OLIVE AT RED HILL,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.81639434,144.96550426,SHOP 11 CENTRE WAY ARCADE 259-263 COLLINS ST,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.96550426 -37.81639434),Melbourne - Inner
36144878,SAINT MONICA PTY LTD,SAINT MONICA,Limited Licence,Limited licence,Bottle shop,CARLTON,-37.794662,144.974663,118 STATION STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.974663 -37.794662),Port Phillip - West
36144886,THE OVEN TWIST PTY LTD,THE OVEN TWIST,Limited Licence,Limited licence,Bottle shop,RINGWOOD,-37.812240100000004,145.23535975,LOT 2 RINGWOOD LAKES CENTRE 293-305 MAROONDAH HIGHWAY,RINGWOOD,3134,MAROONDAH CITY COUNCIL,Metro East,Metro,N,POINT (145.23535975 -37.8122401),Maroondah - Ringwood
36145078,RUIZ MESA ANDRES,LA BODEGA DE ANDRES,Limited Licence,Limited licence,Bottle shop,FITZROY,-37.79634103,144.9785994,361 BRUNSWICK RD,BRUNSWICK,3056,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.9785994 -37.79634103),Yarra - North
36145109,THE CATEGORY LAB PTY LTD,MON VIN,Limited Licence,Limited licence,Bottle shop,RICHMOND,-37.8263726,145.01151661,90 BENDIGO STREET,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (145.01151661 -37.8263726),Yarra - Richmond
36145298,LA TROBE UNIVERSITY FOOTBALL CLUB INC,LA TROBE UNIVERSITY FOOTBALL INC,Limited Licence,Limited licence,Bottle shop,BUNDOORA,-37.71681976,145.04359436,"C/- LA TROBE UNIVERSITY SPORTS CENTRE LA TROBE UNIVERSITY, PLENTY ROAD",BUNDOORA,3086,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.04359436 -37.71681976),Darebin - Preston
36145361,OMEGA GLOBAL TRADING CO PTY LTD,BONZER WINES,Limited Licence,Limited licence,Bottle shop,HEATHERTON,-37.95979645,145.08361339,18 SOUTAR PL,HEATHERTON,3202,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.08361339 -37.95979645),Kingston - North
36145395,JASON COLEMAN'S MINISTRY OF DANCE PTY LTD,JASON COLEMAN'S MINISTRY OF DANCE,Limited Licence,Limited licence,Bottle shop,NORTH MELBOURNE,-37.79187741,144.93797813,"LEVEL 1, 64-90 SUTTON STREET",NORTH MELBOURNE,3051,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.93797813 -37.79187741),Moonee Valley - Essendon
36145484,HELLENIC REPUBLIC RESTAURANT AND BAR (KEW) PTY LTD,HELLENIC REPUBLIC - KEW,Limited Licence,Limited licence,Bottle shop,KEW,-37.80709148,145.03135569999998,"LEVEL 2, 6 PALMER PARADE",CREMONRNE,3121,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.0313557 -37.80709148),Boroondara  - Kew
36145492,JG (RICHMOND) PTY LTD,JIMMY GRANTS,Limited Licence,Limited licence,Bottle shop,RICHMOND,-37.82608824,144.99807584,"LEVEL 2, 6 PALMER PARADE",CREMORNE,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.99807584 -37.82608824),Yarra - Richmond
36145523,JG (ORMOND) PTY LTD,JIMMY GRANTS,Limited Licence,Limited licence,Bottle shop,ORMOND,-37.90423,145.040278,"LEVEL 2, 6 PALMER PARADE",CREMORNE,3121,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.040278 -37.90423),Glen Eira - South
36145646,THE MEATBALL COMPANY AUSTRALIA PTY LTD,MR BURGER,Limited Licence,Limited licence,Bottle shop,FITZROY,-37.79766217,144.97878363,"LEVEL 16, 414 LA TROBE STREET",MELBOURNE,3000,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.97878363 -37.79766217),Yarra - North
36145670,DEALS4SPORT PTY LTD,WINE FOR SPORT,Limited Licence,Limited licence,Bottle shop,HAMPTON,-37.929854999999996,144.99565800000002,PO BOX 1003,HAMPTON NORTH,3188,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (144.995658 -37.929855),Bayside  - South
36145688,MATTEO'S RESTAURANT PTY LTD,MATTEO'S RESTAURANT,Limited Licence,Limited licence,Bottle shop,FITZROY NORTH,-37.79116741,144.97947163,533 BRUNSWICK ST,FITZROY NORTH,3068,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.97947163 -37.79116741),Yarra - North
36145727,RUPPRA PTY LTD,TANDOORI POINT,Limited Licence,Limited licence,Bottle shop,ELWOOD,-37.886127,144.989135,157 ORMOND ROAD,ELWOOD,3184,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.989135 -37.886127),Port Phillip - St Kilda
36145743,OLUCKY PTY LTD,BEN BEN DUMPLING KITCHEN,Limited Licence,Limited licence,Bottle shop,PRESTON,-37.75114557,145.00272725,U 4 50 PLENTY RD,PRESTON,3072,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.00272725 -37.75114557),Darebin - Preston
36145777,VINO DI DINO PTY LTD,VINO DI DINO PTY LTD,Limited Licence,Limited licence,Bottle shop,MARIBYRNONG,-37.769984,144.888239,PO BOX 147,HIGHPOINT CITY,3032,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.888239 -37.769984),Maribyrnong
36145793,EXIT BREWING PTY LTD,EXIT BREWING,Limited Licence,Limited licence,Bottle shop,DANDENONG SOUTH,-38.032495000000004,145.20341299999998,10 SUPERIOR DR,DANDENONG SOUTH,3175,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.203413 -38.032495),Gr. Dandenong - Dandenong
36145913,FONDA SMITH PTY LTD,FONDA SMITH,Limited Licence,Limited licence,Bottle shop,COLLINGWOOD,-37.801869,144.983995,LEVEL 1 212 SWAN STREET,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.983995 -37.801869),Yarra - North
36145947,BONNOURE PAUL,TOP QUALITY CHAMPAGNE,Limited Licence,Limited licence,Bottle shop,ST KILDA EAST,-37.86050261,144.99721608,UNIT 14/18 WESTBURY STREET,ST KILDA EAST,3183,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.99721608 -37.86050261),Port Phillip - St Kilda
36145989,VALUELAB PTY LTD,VALUELAB,Limited Licence,Limited licence,Bottle shop,ABBOTSFORD,-37.80241178,145.00427006,C1.21 1 ST HELIERS STREET,ABBOTSFORD,3067,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (145.00427006 -37.80241178),Yarra - North
36145997,C&M BUSINESS PTY LTD,DOUGH PIZZERIA ASHWOOD,Limited Licence,Limited licence,Bottle shop,ASHWOOD,-37.867226,145.108488,211 HIGH STREET RD,ASHWOOD,3147,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.108488 -37.867226),Monash - Waverley West
36146008,LARKIN RYAN LEONARD,LARKIN IMPORTS,Limited Licence,Limited licence,Bottle shop,FITZROY,-37.796427,144.977227,55 KERR ST,FITZROY,3065,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.977227 -37.796427),Yarra - North
36146066,GWAG TAEHOON,BOX HILL SEOUL GROCERY,Limited Licence,Limited licence,Bottle shop,BOX HILL,-37.81931495,145.12458358,SHOP 3 15 BANK STREET,BOX HILL,3128,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.12458358 -37.81931495),Whitehorse - Box Hill
36146105,BEEGERS & BEEKENS PTY LTD,COOKASTEN,Limited Licence,Limited licence,Bottle shop,ST KILDA,-37.86696893,144.98145718,162-164 BARKLY STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.98145718 -37.86696893),Port Phillip - St Kilda
36146163,HILL BYRON,TILSON HILL,Limited Licence,Limited licence,Bottle shop,CAULFIELD SOUTH,-37.89748543,145.0168981,13A LUCAS STREET,CAULFIELD SOUTH,3162,GLEN EIRA CITY COUNCIL,Metro South,Metro,N,POINT (145.0168981 -37.89748543),Glen Eira - Caulfield
36146189,YARRAVILLE CLUB INC,YARRAVILLE CLUB,Limited Licence,Limited licence,Bottle shop,YARRAVILLE,-37.81760942,144.89436315,135 STEPHEN ST,YARRAVILLE,3013,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.89436315 -37.81760942),Maribyrnong
36146202,RICHFISH PTY LTD,FISHERS CRAFT,Limited Licence,Limited licence,Bottle shop,PORT MELBOURNE,-37.83553665,144.93145826,40 POOLMAN STREET,PORT MELBOURNE,3207,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.93145826 -37.83553665),Port Phillip - West
36146210,TANDOORI DEN CAMBERWELL PTY LTD,TANDOORI DEN CAMBERWELL,Limited Licence,Limited licence,Bottle shop,CAMBERWELL,-37.831984000000006,145.057792,261-263 CAMBERWELL RD,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.057792 -37.831984),Boroondara  - Camberwell S.
36146309,HWANG JUN,VICTORIA QUALITY BUTCHER,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.803079,144.958475,654 ELIZABETH STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.958475 -37.803079),Port Phillip - West
36146317,AUSTRALIANSUPER SOCIAL CLUB INC,SUPER HUB,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.80945695,144.97114493,LEVEL 26 50 LONSDALE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.97114493 -37.80945695),Melbourne - Inner
36146537,MONASH UNIVERSITY CRICKET CLUB INC,MONASH UNIVERSITY CRICKET CLUB,Limited Licence,Limited licence,Bottle shop,CLAYTON,-37.91515521,145.13390076,"CAMPUS COMMUNITY DIVISION LEVEL 1, 21 CHANCELLOR WALK",MONASH UNIVERSITY CLAYTON,3800,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.13390076 -37.91515521),Monash - South-West
36146579,KONSTANT CORP PTY LTD,SOUVLAKI HQ,Limited Licence,Limited licence,Bottle shop,DONCASTER EAST,-37.788682,145.159982,"UNIT 8, 56 HAMILTON ROAD",BAYSWATER NORTH,3153,MANNINGHAM CITY COUNCIL,Metro East,Metro,N,POINT (145.159982 -37.788682),Manningham - West
36146634,UNIQUE WINE SOLUTIONS PTY LTD,UNIQUE WINE SOLUTIONS,Limited Licence,Limited licence,Bottle shop,BLACKBURN,-37.815224,145.15373400000001,26 POPE RD,BLACKBURN,3130,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.153734 -37.815224),Whitehorse  - Nunawading W.
36146757,MTC CARLTON PTY LTD,MILK THE COW,Limited Licence,Limited licence,Bottle shop,CARLTON,-37.797786,144.967173,323 LYGON STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.967173 -37.797786),Port Phillip - West
36146765,SEAFORD CRICKET CLUB INC,SEAFORD CRICKET CLUB,Limited Licence,Limited licence,Bottle shop,SEAFORD,-38.110119,145.12876799999998,C/O SECRETARY 4 BENNETT COURT,SEAFORD,3198,FRANKSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.128768 -38.110119),Frankston - West
36146773,NEWMAN PETER DAMIEN,THE MELBOURNE WINE CLUB,Limited Licence,Limited licence,Bottle shop,ST KILDA WEST,-37.85918048,144.97116565,UNIT 8 347 BEACONSFIELD PARADE,ST KILDA WEST,3182,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.97116565 -37.85918048),Port Phillip - St Kilda
36146804,TM AND MJ PTY LTD,CRUST GOURMET PIZZA BAR MITCHAM,Limited Licence,Limited licence,Bottle shop,MITCHAM,-37.815843,145.194831,PO BOX 217,BURWOOD,3125,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.194831 -37.815843),Whitehorse - Nunawading E.
36143539,MARKT INDUSTRIES PTY LTD,MARKT INDUSTRIES,Limited Licence,Limited licence,Bottle shop,VERMONT,-37.83378,145.191463,34 CARINYA RD,VERMONT,3133,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.191463 -37.83378),Whitehorse - Nunawading E.
36143555,KATARIA INVESTMENTS PTY LTD,ZESTY PIZZA,Limited Licence,Limited licence,Bottle shop,HAWTHORN,-37.823839,145.044304,580 BURWOOD ROAD,HAWTHORN,3122,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.044304 -37.823839),Boroondara  - Hawthorn
36143597,QUINLIVAN SOLANO PTY LTD,QUINLIVAN SOLANO PTY LTD,Limited Licence,Limited licence,Bottle shop,MITCHAM,-37.806036,145.201726,15 SUNNINGHILL CT,MITCHAM,3132,WHITEHORSE CITY COUNCIL,Metro East,Metro,N,POINT (145.201726 -37.806036),Whitehorse - Nunawading E.
36143686,GOLDIN TWO INVESTMENTS PTY LTD,CRUST PATTERSON LAKES,Limited Licence,Limited licence,Bottle shop,PATTERSON LAKES,-38.06876249,145.14242591,HARBOUR PLAZA SHOP 26 21 THOMPSON RD,PATTERSON LAKES,3197,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.14242591 -38.06876249),Kingston - South
36143694,I PREMISES PTY LTD,RED SPICE ROAD QV,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.810357399999994,144.9655342,31-37 ARTEMIS LANE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.9655342 -37.8103574),Melbourne - Inner
36143783,REMNIC INVESTMENTS 2 PTY LTD,A25 PIZZERIA,Limited Licence,Limited licence,Bottle shop,SOUTH YARRA,-37.83665894,144.99646154,720 CHAPEL STREET,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.99646154 -37.83665894),Stonnington - Prahran
36143830,PL CURTIS INVESTMENTS PTY LTD,L.A. BURGERS,Limited Licence,Limited licence,Bottle shop,SOUTH YARRA,-37.83927824,144.9925648,"SHOP 2, 166 TOORAK ROAD",SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.9925648 -37.83927824),Stonnington - Prahran
36143848,KAZIN ENTERPRISES PTY LTD,OUR PLACE MELBOURNE,Limited Licence,Limited licence,Bottle shop,CAMBERWELL,-37.82495388,145.0577156,PO BOX 374,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.0577156 -37.82495388),Boroondara  - Hawthorn
36143903,GLEN IRIS JUNIOR FOOTBALL CLUB INC,MUIR PAVILIONS,Limited Licence,Limited licence,Bottle shop,KOOYONG,-37.83799848,145.0327801,"UNIT 2, 8 GLENVIEW AVENUE",MALVERN,3144,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.0327801 -37.83799848),Stonnington - Malvern
36143911,POD EXPRESSO PTY LTD,POD EXPRESSO,Limited Licence,Limited licence,Bottle shop,BRIGHTON,-37.90532274,145.00237521,1/305 BAY ST,BRIGHTON,3186,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.00237521 -37.90532274),Bayside  - Brighton
36143929,TODO BIEN PTY LTD,RADIO MEXICO TAQUERIA AND BAR,Limited Licence,Limited licence,Bottle shop,ST KILDA,-37.86705168,144.97924171,PO BOX 1142,ST KILDA SOUTH,3182,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.97924171 -37.86705168),Port Phillip - St Kilda
36143961,TSUZAKI YUKITOSHI,YUKI TEI,Limited Licence,Limited licence,Bottle shop,TOORAK,-37.84089157,145.01063617,"SHOP 11, 1A GRANGE ROAD",TOORAK,3142,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.01063617 -37.84089157),Stonnington - Prahran
36144218,HECHO EN MEXICO PTY LTD,HECHO EN MEXICO,Limited Licence,Limited licence,Bottle shop,FITZROY,-37.797491,144.978845,326 BRUNSWICK STREET,FITZROY,3065,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.978845 -37.797491),Yarra - North
36144234,TGM PTY LTD,DICAPRIO,Limited Licence,Limited licence,Bottle shop,TULLAMARINE,-37.685632,144.882145,221-223 MICKLEHAM ROAD,TULLAMARINE,3043,HUME CITY COUNCIL,Metro North,Metro,N,POINT (144.882145 -37.685632),Hume - Broadmeadows
36144292,REARDON DEAN ROBERT,BUSHLEGEND.COM.AU,Limited Licence,Limited licence,Bottle shop,MELTON,-37.688716,144.571138,PO BOX 263,MELTON,3337,MELTON CITY COUNCIL,NORTH WEST,Regional,N,POINT (144.571138 -37.688716),Melton Bal
36144323,BHARDWAJ GAURAV BALESHWAR,TEQUILA MEXICAN,Limited Licence,Limited licence,Bottle shop,SOUTH YARRA,-37.839558600000004,144.99751991,307 TOORAK ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.99751991 -37.8395586),Stonnington - Prahran
36144381,STUART DAVID CHARLES,NO BAY ESTATE,Limited Licence,Limited licence,Bottle shop,SANDRINGHAM,-37.952366999999995,145.007372,U 8 76 BAY ROAD,SANDRINGHAM,3191,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.007372 -37.952367),Bayside  - South
36144438,TR NO. 3 PTY LTD,TOMMY RUFF FISH BAR,Limited Licence,Limited licence,Bottle shop,WINDSOR,-37.853658,144.99281399999998,121 CHAPEL STREET,WINDSOR,3181,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.992814 -37.853658),Stonnington - Prahran
36144446,GHIN KOPI WINDSOR PTY LTD,GHIN KOPI,Limited Licence,Limited licence,Bottle shop,WINDSOR,-37.855757000000004,144.992802,PO BOX 302,BALACLAVA,3183,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.992802 -37.855757),Stonnington - Prahran
36144454,MAZUR EMMA,MANFLOWER CO,Limited Licence,Limited licence,Bottle shop,ARMADALE,-37.85098,145.015796,20 ROSE ST,ARMADALE,3143,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.015796 -37.85098),Stonnington - Prahran
36144462,LOVO PTY LTD,WINGS OF GLORY,Limited Licence,Limited licence,Bottle shop,SOUTH MELBOURNE,-37.83270385,144.96071578,UNIT 3 89 DODDS STREET,SOUTHBANK,3006,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.96071578 -37.83270385),Port Phillip - West
36144470,MIOMI PTY LTD,OUR WINE CLUB,Limited Licence,Limited licence,Bottle shop,ABBOTSFORD,-37.80041465,145.00048906,PO BOX 387,ABBOTSFORD,3067,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (145.00048906 -37.80041465),Yarra - North
36142397,JAY SIYA RAM PTY LTD,MALVERN PIZZA RESTAURANT,Limited Licence,Limited licence,Bottle shop,MALVERN EAST,-37.86375884,145.04031674,277 WATTLETREE RD,MALVERN EAST,3145,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.04031674 -37.86375884),Stonnington - Malvern
36142486,JIMMY BRINGS AUSTRALIA PTY LTD,JIMMY BRINGS,Limited Licence,Limited licence,Bottle shop,TOORAK,-37.837777,145.024664,27 TURNBULL AVE,TOORAK,3142,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (145.024664 -37.837777),Stonnington - Malvern
36142567,BOTHERAMBO PTY LTD,MAHALO POKE,Limited Licence,Limited licence,Bottle shop,RICHMOND,-37.825,144.993295,77 SWAN ST,RICHMOND,3121,YARRA CITY COUNCIL,Metro North,Metro,N,POINT (144.993295 -37.825),Yarra - Richmond
36142575,BKDA CORP PTY LTD,GALLERY 324,Limited Licence,Limited licence,Bottle shop,BRUNSWICK,-37.77623028,144.96039543,63 SYDNEY ROAD,BRUNSWICK,3056,MORELAND CITY COUNCIL,Metro North,Metro,N,POINT (144.96039543 -37.77623028),Moreland - Brunswick
36142614,ENA FOODS PTY LTD,ENA GREEK RESTAURANT,Limited Licence,Limited licence,Bottle shop,SOUTHBANK,-37.8202285,144.96652445,SHOP MR04/M9 SOUTHGATE MELBOURNE 3 SOUTHGATE AVENUE,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.96652445 -37.8202285),Melbourne - Southbank - Docklands
36142698,KLEJAN PTY LTD,POLE DIVAS CAROLINE SPRINGS,Limited Licence,Limited licence,Bottle shop,RAVENHALL,-37.76041322,144.7453039,23/39 EUCUMBENE DRIVE,RAVENHALL,3023,MELTON CITY COUNCIL,NORTH WEST,Regional,N,POINT (144.7453039 -37.76041322),Melton - East
36142745,RESIDENCES FUND NO 6. PTY LTD,FEDERATION VILLAGE SUNSHINE,Limited Licence,Limited licence,Bottle shop,ALBION,-37.77501165,144.80883178,639 BALLARAT ROAD,ALBION,3020,BRIMBANK CITY COUNCIL,Metro West,Metro,N,POINT (144.80883178 -37.77501165),Brimbank - Sunshine
36142850,HEERAVI FOODS PTY LTD,OPORTO HAWTHORN,Limited Licence,Limited licence,Bottle shop,HAWTHORN,-37.82116275,145.03584499,SHOP 2 672 GLENFERRIE RD,HAWTHORN,3122,BOROONDARA CITY COUNCIL,Metro East,Metro,N,POINT (145.03584499 -37.82116275),Boroondara  - Hawthorn
36142868,NEW TECHNOLOGY & SERVICES PTY LTD,NEW TECHNOLOGOY AND SERVICES,Limited Licence,Limited licence,Bottle shop,GLEN WAVERLEY,-37.894391,145.163926,2 RANFURLIE DRIVE,GLEN WAVERLEY,3150,MONASH CITY COUNCIL,Metro East,Metro,N,POINT (145.163926 -37.894391),Monash - Waverley East
36142999,WILLIAMSTOWN WOMENS LACROSSE CLUB INC,WILLIAMSTOWN WOMENS LACROSSE CLUB,Limited Licence,Limited licence,Bottle shop,WILLIAMSTOWN,-37.86660806,144.894306,PO BOX 930,WILLIAMSTOWN,3016,HOBSONS BAY CITY COUNCIL,Metro West,Metro,N,POINT (144.894306 -37.86660806),Hobsons Bay - Williamstown
36143026,SUNNY BOY CAFE PTY LTD,SUNNY BOY CAFE,Limited Licence,Limited licence,Bottle shop,MELBOURNE,-37.81719781,144.95985899,"SHOP 4, 440 COLLINS STREET",MELBOURNE,3000,MELBOURNE CITY COUNCIL,Metro North,Metro,N,POINT (144.95985899 -37.81719781),Melbourne - Inner
36143076,ARZ LEBANESE CUISINE PTY LTD,ARZ LEBANESE CUISINE,Limited Licence,Limited licence,Bottle shop,DANDENONG,-37.99047444,145.20392385,"SHOP 2, 78 CHELTENHAM RD",DANDENONG,3175,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.20392385 -37.99047444),Gr. Dandenong - Dandenong
36143149,LINWOOD HOSPITALITY PTY LTD,LINWOOD HOSPITALITY,Limited Licence,Limited licence,Bottle shop,MOORABBIN,-37.947947,145.07476,10 SIMPSON STREET,MOORABBIN,3189,KINGSTON CITY COUNCIL,Metro South,Metro,N,POINT (145.07476 -37.947947),Kingston - North
36143199,MONGAB PTY LTD,MONGAB PTY LTD,Limited Licence,Limited licence,Bottle shop,SOUTH MELBOURNE,-37.83180529,144.95411639,PO BOX 4286,WISHART,3189,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.95411639 -37.83180529),Port Phillip - West
36143212,HIRATA MICHAEL SHINSUKE,XTC AUSTRALIA,Limited Licence,Limited licence,Bottle shop,TEMPLESTOWE,-37.772575,145.156964,5 OAKWOOD COURT,TEMPLESTOWE,3106,MANNINGHAM CITY COUNCIL,Metro East,Metro,N,POINT (145.156964 -37.772575),Manningham - West
36143238,STEALTH DISTRIBUTORS PTY LTD,WINE DEPOT COY,Limited Licence,Limited licence,Bottle shop,DANDENONG SOUTH,-38.036603,145.19428,FACTORY 1 132-142 BANGHOLME RD,DANDENONG SOUTH,3175,GREATER DANDENONG CITY COUNCIL,Metro South,Metro,N,POINT (145.19428 -38.036603),Gr. Dandenong - Dandenong
36143288,SHIPMAN ELLIOT CAMPBELL,JOHN PARKER EVENTS,Limited Licence,Limited licence,Bottle shop,HAMPTON EAST,-37.933634000000005,145.033729,4A HIGHBURY AVENUE,HAMPTON EAST,3188,BAYSIDE CITY COUNCIL,Metro South,Metro,N,POINT (145.033729 -37.933634),Bayside  - South
36143440,PIZZA BOX 66 PTY LTD,PIZZA BOX 66,Limited Licence,Limited licence,Bottle shop,PRAHRAN,-37.846263,144.988276,66 COMMERCIAL RD,PRAHRAN,3181,STONNINGTON CITY COUNCIL,Metro South,Metro,N,POINT (144.988276 -37.846263),Stonnington - Prahran
36143474,ERA SYNERGIES PTY LTD,LA PORCHETTA SUNSHINE,Limited Licence,Limited licence,Bottle shop,BRAYBROOK,-37.78072694,144.85939294,261 BALLARAT RD,BRAYBROOK,3019,MARIBYRNONG CITY COUNCIL,Metro West,Metro,N,POINT (144.85939294 -37.78072694),Maribyrnong
36141244,MAGNUM AND QUEENS WINE PTY LTD,MAGNUM AND QUEENS WINE,Limited Licence,Limited licence,Bottle shop,ST KILDA,-37.86051428,144.97691937,UNIT 8 89 FITZROY STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,Metro South,Metro,N,POINT (144.97691937 -37.86051428),Port Phillip - St Kilda
36141359,FARROW SCOTT EDWARD,WONDERLAND DRINKS,Limited Licence,Limited licence,Bottle shop,ALPHINGTON,-37.77537493,145.03064489,PO BOX 331,FAIRFIELD,3078,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.03064489 -37.77537493),Darebin- Northcote
36141375,HAWKER BRENDAN JAMES,LADY AND THE HAWK,Limited Licence,Limited licence,Bottle shop,NORTHCOTE,-37.77394519,145.01339919,210 MITCHELL STREET,NORTHCOTE,3070,DAREBIN CITY COUNCIL,Metro North,Metro,N,POINT (145.01339919 -37.77394519),Darebin- Northcote
